design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
primaries_against_testosterone_linear	30482948_walters_2018_female	male_unadjust_testosterone_log	nan (nan)	(rg: nan; 95% CI: nan ... nan)	1160292.0	nan	nan	nan	nan ... nan	nan	nan	nan	nan	nan	nan	male	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_joint_1_testosterone_imputation	-0.0282 (0.0679)	(rg: -0.0282; 95% CI: -0.1613 ... 0.1049)	1165938.0	-0.0282	0.0679	0.133084	-0.1613 ... 0.1049	0.6781	-0.161284	0.104884	1.0	0.0	0.0282	female	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_joint_1_testosterone_imputation_log	-0.0249 (0.0644)	(rg: -0.0249; 95% CI: -0.1511 ... 0.1013)	1165938.0	-0.0249	0.0644	0.126224	-0.1511 ... 0.1013	0.6988	-0.151124	0.101324	1.0	0.0	0.0249	female	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_joint_1_testosterone_log	0.0214 (0.0753)	(rg: 0.0214; 95% CI: -0.1262 ... 0.169)	1165938.0	0.0214	0.0753	0.147588	-0.1262 ... 0.169	0.7759	-0.126188	0.168988	1.0	0.0	0.0214	female	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_joint_1_testosterone_imputation	0.0868 (0.1283)	(rg: 0.0868; 95% CI: -0.1647 ... 0.3383)	1165939.0	0.0868	0.1283	0.25146799999999997	-0.1647 ... 0.3383	0.4987	-0.16466799999999998	0.33826799999999996	1.0	0.0	0.0868	female_menstruation_regular	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_joint_1_testosterone_imputation_log	0.1179 (0.1317)	(rg: 0.1179; 95% CI: -0.1402 ... 0.376)	1165939.0	0.1179	0.1317	0.25813200000000003	-0.1402 ... 0.376	0.3705	-0.14023200000000002	0.37603200000000003	1.0	0.0	0.1179	female_menstruation_regular	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_joint_1_testosterone_log	0.1693 (0.1468)	(rg: 0.1693; 95% CI: -0.1184 ... 0.457)	1165939.0	0.1693	0.1468	0.28772800000000004	-0.1184 ... 0.457	0.2486	-0.11842800000000003	0.45702800000000005	1.0	0.0	0.1693	female_menstruation_regular	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_unadjust_testosterone_imputation	0.0726 (0.1292)	(rg: 0.0726; 95% CI: -0.1806 ... 0.3258)	1165939.0	0.0726	0.1292	0.253232	-0.1806 ... 0.3258	0.5739	-0.18063200000000001	0.325832	1.0	0.0	0.0726	female_menstruation_regular	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_unadjust_testosterone_imputation_log	0.1234 (0.1368)	(rg: 0.1234; 95% CI: -0.1447 ... 0.3915)	1165939.0	0.1234	0.1368	0.268128	-0.1447 ... 0.3915	0.3671	-0.14472799999999997	0.391528	1.0	0.0	0.1234	female_menstruation_regular	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_menstruation_regular_unadjust_testosterone_log	0.1588 (0.1499)	(rg: 0.1588; 95% CI: -0.135 ... 0.4526)	1165939.0	0.1588	0.1499	0.293804	-0.135 ... 0.4526	0.2897	-0.135004	0.452604	1.0	0.0	0.1588	female_menstruation_regular	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_joint_1_testosterone_imputation	-0.1699 (0.1323)	(rg: -0.1699; 95% CI: -0.4292 ... 0.0894)	1165938.0	-0.1699	0.1323	0.259308	-0.4292 ... 0.0894	0.1993	-0.429208	0.08940799999999999	1.0	0.0	0.1699	female_perimenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_joint_1_testosterone_imputation_log	-0.1286 (0.1388)	(rg: -0.1286; 95% CI: -0.4006 ... 0.1434)	1165938.0	-0.1286	0.1388	0.272048	-0.4006 ... 0.1434	0.3539	-0.400648	0.14344800000000002	1.0	0.0	0.1286	female_perimenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_joint_1_testosterone_log	0.0211 (0.1723)	(rg: 0.0211; 95% CI: -0.3166 ... 0.3588)	1165938.0	0.0211	0.1723	0.337708	-0.3166 ... 0.3588	0.9027	-0.316608	0.358808	1.0	0.0	0.0211	female_perimenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_unadjust_testosterone_imputation	-0.1381 (0.131)	(rg: -0.1381; 95% CI: -0.3949 ... 0.1187)	1165938.0	-0.1381	0.131	0.25676	-0.3949 ... 0.1187	0.2917	-0.39486	0.11865999999999999	1.0	0.0	0.1381	female_perimenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_unadjust_testosterone_imputation_log	-0.1035 (0.134)	(rg: -0.1035; 95% CI: -0.3661 ... 0.1591)	1165938.0	-0.1035	0.134	0.26264	-0.3661 ... 0.1591	0.4398	-0.36613999999999997	0.15914	1.0	0.0	0.1035	female_perimenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_perimenopause_unadjust_testosterone_log	0.0605 (0.1767)	(rg: 0.0605; 95% CI: -0.2858 ... 0.4068)	1165938.0	0.0605	0.1767	0.346332	-0.2858 ... 0.4068	0.7321	-0.285832	0.40683199999999997	1.0	0.0	0.0605	female_perimenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_joint_1_testosterone_imputation	-0.0292 (0.0723)	(rg: -0.0292; 95% CI: -0.1709 ... 0.1125)	1165938.0	-0.0292	0.0723	0.141708	-0.1709 ... 0.1125	0.6869	-0.170908	0.112508	1.0	0.0	0.0292	female_postmenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_joint_1_testosterone_imputation_log	-0.0326 (0.0666)	(rg: -0.0326; 95% CI: -0.1631 ... 0.0979)	1165938.0	-0.0326	0.0666	0.130536	-0.1631 ... 0.0979	0.6251	-0.163136	0.09793600000000002	1.0	0.0	0.0326	female_postmenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_joint_1_testosterone_log	0.0086 (0.0863)	(rg: 0.0086; 95% CI: -0.1605 ... 0.1777)	1165938.0	0.0086	0.0863	0.169148	-0.1605 ... 0.1777	0.9204	-0.160548	0.177748	1.0	0.0	0.0086	female_postmenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_unadjust_testosterone_imputation	-0.0403 (0.0708)	(rg: -0.0403; 95% CI: -0.1791 ... 0.0985)	1165938.0	-0.0403	0.0708	0.138768	-0.1791 ... 0.0985	0.5691	-0.179068	0.098468	1.0	0.0	0.0403	female_postmenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_unadjust_testosterone_imputation_log	-0.0732 (0.0687)	(rg: -0.0732; 95% CI: -0.2079 ... 0.0615)	1165938.0	-0.0732	0.0687	0.134652	-0.2079 ... 0.0615	0.2864	-0.20785199999999998	0.06145199999999999	1.0	0.0	0.0732	female_postmenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_postmenopause_unadjust_testosterone_log	0.0072 (0.0843)	(rg: 0.0072; 95% CI: -0.158 ... 0.1724)	1165938.0	0.0072	0.0843	0.16522799999999999	-0.158 ... 0.1724	0.9322	-0.15802799999999997	0.172428	1.0	0.0	0.0072	female_postmenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_joint_1_testosterone_imputation	0.2376 (0.1469)	(rg: 0.2376; 95% CI: -0.0503 ... 0.5255)	1165939.0	0.2376	0.1469	0.287924	-0.0503 ... 0.5255	0.1059	-0.05032400000000001	0.525524	1.0	0.0	0.2376	female_premenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_joint_1_testosterone_imputation_log	0.2888 (0.1328)	(rg: 0.2888; 95% CI: 0.0285 ... 0.5491)	1165939.0	0.2888	0.1328	0.260288	0.0285 ... 0.5491	0.0296	0.028511999999999982	0.549088	1.0	1.0	0.2888	female_premenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_joint_1_testosterone_log	0.3704 (0.2052)	(rg: 0.3704; 95% CI: -0.0318 ... 0.7726)	1165939.0	0.3704	0.2052	0.402192	-0.0318 ... 0.7726	0.0711	-0.03179199999999999	0.772592	1.0	0.0	0.3704	female_premenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_unadjust_testosterone_imputation	0.1604 (0.1162)	(rg: 0.1604; 95% CI: -0.0674 ... 0.3882)	1165939.0	0.1604	0.1162	0.22775199999999998	-0.0674 ... 0.3882	0.1676	-0.067352	0.38815199999999994	1.0	0.0	0.1604	female_premenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_unadjust_testosterone_imputation_log	0.2402 (0.1242)	(rg: 0.2402; 95% CI: -0.0032 ... 0.4836)	1165939.0	0.2402	0.1242	0.243432	-0.0032 ... 0.4836	0.0531	-0.0032320000000000126	0.483632	1.0	0.0	0.2402	female_premenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_premenopause_unadjust_testosterone_log	0.2468 (0.1526)	(rg: 0.2468; 95% CI: -0.0523 ... 0.5459)	1165939.0	0.2468	0.1526	0.29909600000000003	-0.0523 ... 0.5459	0.1059	-0.05229600000000004	0.545896	1.0	0.0	0.2468	female_premenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_unadjust_testosterone_imputation	-0.0278 (0.0667)	(rg: -0.0278; 95% CI: -0.1585 ... 0.1029)	1165938.0	-0.0278	0.0667	0.130732	-0.1585 ... 0.1029	0.6773	-0.15853199999999998	0.102932	1.0	0.0	0.0278	female	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	female_unadjust_testosterone_imputation_log	-0.0627 (0.0647)	(rg: -0.0627; 95% CI: -0.1895 ... 0.0641)	1165938.0	-0.0627	0.0647	0.12681199999999998	-0.1895 ... 0.0641	0.3326	-0.18951199999999999	0.06411199999999997	1.0	0.0	0.0627	female	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	female_unadjust_testosterone_log	0.053 (0.0753)	(rg: 0.053; 95% CI: -0.0946 ... 0.2006)	1165938.0	0.053	0.0753	0.147588	-0.0946 ... 0.2006	0.4816	-0.094588	0.200588	1.0	0.0	0.053	female	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_high_joint_1_testosterone_imputation_log	-0.0579 (0.1229)	(rg: -0.0579; 95% CI: -0.2988 ... 0.183)	1165938.0	-0.0579	0.1229	0.240884	-0.2988 ... 0.183	0.6373	-0.298784	0.18298399999999998	1.0	0.0	0.0579	male_age_high	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_high_joint_1_testosterone_log	0.0647 (0.0952)	(rg: 0.0647; 95% CI: -0.1219 ... 0.2513)	1165938.0	0.0647	0.0952	0.186592	-0.1219 ... 0.2513	0.4965	-0.12189200000000001	0.251292	1.0	0.0	0.0647	male_age_high	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_high_unadjust_testosterone_imputation_log	-0.0954 (0.1256)	(rg: -0.0954; 95% CI: -0.3416 ... 0.1508)	1165938.0	-0.0954	0.1256	0.24617599999999998	-0.3416 ... 0.1508	0.4473	-0.341576	0.15077599999999997	1.0	0.0	0.0954	male_age_high	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_high_unadjust_testosterone_log	-0.0015 (0.0972)	(rg: -0.0015; 95% CI: -0.192 ... 0.189)	1165938.0	-0.0015	0.0972	0.190512	-0.192 ... 0.189	0.9875	-0.192012	0.18901199999999999	1.0	0.0	0.0015	male_age_high	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_joint_1_testosterone_imputation	0.1722 (0.0831)	(rg: 0.1722; 95% CI: 0.0093 ... 0.3351)	1165938.0	0.1722	0.0831	0.162876	0.0093 ... 0.3351	0.0383	0.009323999999999999	0.335076	1.0	1.0	0.1722	male_age_low	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_joint_1_testosterone_imputation_log	0.1222 (0.0913)	(rg: 0.1222; 95% CI: -0.0567 ... 0.3011)	1165938.0	0.1222	0.0913	0.178948	-0.0567 ... 0.3011	0.1806	-0.05674799999999999	0.30114799999999997	1.0	0.0	0.1222	male_age_low	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_joint_1_testosterone_log	0.1406 (0.0842)	(rg: 0.1406; 95% CI: -0.0244 ... 0.3056)	1165938.0	0.1406	0.0842	0.16503199999999998	-0.0244 ... 0.3056	0.0951	-0.02443199999999998	0.305632	1.0	0.0	0.1406	male_age_low	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_unadjust_testosterone_imputation	0.1279 (0.0832)	(rg: 0.1279; 95% CI: -0.0352 ... 0.291)	1165938.0	0.1279	0.0832	0.163072	-0.0352 ... 0.291	0.1244	-0.03517199999999998	0.290972	1.0	0.0	0.1279	male_age_low	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_unadjust_testosterone_imputation_log	0.0646 (0.0907)	(rg: 0.0646; 95% CI: -0.1132 ... 0.2424)	1165938.0	0.0646	0.0907	0.177772	-0.1132 ... 0.2424	0.4759	-0.11317200000000001	0.24237200000000003	1.0	0.0	0.0646	male_age_low	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_low_unadjust_testosterone_log	0.0947 (0.0837)	(rg: 0.0947; 95% CI: -0.0694 ... 0.2588)	1165938.0	0.0947	0.0837	0.164052	-0.0694 ... 0.2588	0.2577	-0.069352	0.258752	1.0	0.0	0.0947	male_age_low	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_middle_joint_1_testosterone_imputation	0.0141 (0.0763)	(rg: 0.0141; 95% CI: -0.1354 ... 0.1636)	1165938.0	0.0141	0.0763	0.14954800000000001	-0.1354 ... 0.1636	0.8539	-0.135448	0.16364800000000002	1.0	0.0	0.0141	male_age_middle	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_middle_joint_1_testosterone_imputation_log	-0.0311 (0.0898)	(rg: -0.0311; 95% CI: -0.2071 ... 0.1449)	1165938.0	-0.0311	0.0898	0.176008	-0.2071 ... 0.1449	0.7288	-0.207108	0.144908	1.0	0.0	0.0311	male_age_middle	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_middle_joint_1_testosterone_log	0.0266 (0.0792)	(rg: 0.0266; 95% CI: -0.1286 ... 0.1818)	1165938.0	0.0266	0.0792	0.155232	-0.1286 ... 0.1818	0.7369	-0.12863200000000002	0.181832	1.0	0.0	0.0266	male_age_middle	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_middle_unadjust_testosterone_imputation_log	-0.114 (0.0904)	(rg: -0.114; 95% CI: -0.2912 ... 0.0632)	1165938.0	-0.114	0.0904	0.17718399999999998	-0.2912 ... 0.0632	0.2073	-0.291184	0.06318399999999998	1.0	0.0	0.114	male_age_middle	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_age_middle_unadjust_testosterone_log	-0.0652 (0.0805)	(rg: -0.0652; 95% CI: -0.223 ... 0.0926)	1165938.0	-0.0652	0.0805	0.15778	-0.223 ... 0.0926	0.4179	-0.22298	0.09258000000000001	1.0	0.0	0.0652	male_age_middle	unadjust	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_joint_1_testosterone_imputation	0.0823 (0.061)	(rg: 0.0823; 95% CI: -0.0373 ... 0.2019)	1165938.0	0.0823	0.061	0.11956	-0.0373 ... 0.2019	0.1771	-0.03726	0.20185999999999998	1.0	0.0	0.0823	male	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	male_joint_1_testosterone_imputation_log	0.0114 (0.0725)	(rg: 0.0114; 95% CI: -0.1307 ... 0.1535)	1165938.0	0.0114	0.0725	0.14209999999999998	-0.1307 ... 0.1535	0.8755	-0.13069999999999998	0.15349999999999997	1.0	0.0	0.0114	male	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_joint_1_testosterone_log	0.0647 (0.0625)	(rg: 0.0647; 95% CI: -0.0578 ... 0.1872)	1165938.0	0.0647	0.0625	0.1225	-0.0578 ... 0.1872	0.301	-0.057800000000000004	0.18719999999999998	1.0	0.0	0.0647	male	joint_1	testosterone_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_unadjust_testosterone_imputation	0.0217 (0.0609)	(rg: 0.0217; 95% CI: -0.0977 ... 0.1411)	1165938.0	0.0217	0.0609	0.119364	-0.0977 ... 0.1411	0.7219	-0.097664	0.141064	1.0	0.0	0.0217	male	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30482948_walters_2018_male	male_unadjust_testosterone_imputation_log	-0.0578 (0.0749)	(rg: -0.0578; 95% CI: -0.2046 ... 0.089)	1165938.0	-0.0578	0.0749	0.146804	-0.2046 ... 0.089	0.4402	-0.20460399999999998	0.089004	1.0	0.0	0.0578	male	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30482948_walters_2018_male	male_unadjust_testosterone_log	-0.0088 (0.0632)	(rg: -0.0088; 95% CI: -0.1327 ... 0.1151)	1165938.0	-0.0088	0.0632	0.12387200000000001	-0.1327 ... 0.1151	0.8887	-0.132672	0.11507200000000001	1.0	0.0	0.0088	male	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_joint_1_testosterone_imputation	0.0332 (0.0252)	(rg: 0.0332; 95% CI: -0.0162 ... 0.0826)	1173302.0	0.0332	0.0252	0.049392	-0.0162 ... 0.0826	0.1874	-0.016191999999999998	0.082592	1.0	0.0	0.0332	female	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_joint_1_testosterone_imputation_log	0.0336 (0.0257)	(rg: 0.0336; 95% CI: -0.0168 ... 0.084)	1173302.0	0.0336	0.0257	0.050372	-0.0168 ... 0.084	0.1915	-0.016772000000000002	0.08397199999999999	1.0	0.0	0.0336	female	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_joint_1_testosterone_log	0.0138 (0.0262)	(rg: 0.0138; 95% CI: -0.0376 ... 0.0652)	1173302.0	0.0138	0.0262	0.051352	-0.0376 ... 0.0652	0.5983	-0.037552	0.065152	1.0	0.0	0.0138	female	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_testosterone_imputation	0.1185 (0.0527)	(rg: 0.1185; 95% CI: 0.0152 ... 0.2218)	1173302.0	0.1185	0.0527	0.103292	0.0152 ... 0.2218	0.0246	0.015208	0.221792	1.0	1.0	0.1185	female_menstruation_regular	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_testosterone_imputation_log	0.0937 (0.0482)	(rg: 0.0937; 95% CI: -0.0008 ... 0.1882)	1173302.0	0.0937	0.0482	0.094472	-0.0008 ... 0.1882	0.0516	-0.0007719999999999949	0.188172	1.0	0.0	0.0937	female_menstruation_regular	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_joint_1_testosterone_log	0.1078 (0.0592)	(rg: 0.1078; 95% CI: -0.0082 ... 0.2238)	1173302.0	0.1078	0.0592	0.116032	-0.0082 ... 0.2238	0.0684	-0.00823199999999999	0.223832	1.0	0.0	0.1078	female_menstruation_regular	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_testosterone_imputation	0.121 (0.0519)	(rg: 0.121; 95% CI: 0.0193 ... 0.2227)	1173302.0	0.121	0.0519	0.101724	0.0193 ... 0.2227	0.0198	0.019276	0.22272399999999998	1.0	1.0	0.121	female_menstruation_regular	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_testosterone_imputation_log	0.0816 (0.0502)	(rg: 0.0816; 95% CI: -0.0168 ... 0.18)	1173302.0	0.0816	0.0502	0.09839200000000001	-0.0168 ... 0.18	0.1041	-0.016792	0.179992	1.0	0.0	0.0816	female_menstruation_regular	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_menstruation_regular_unadjust_testosterone_log	0.1006 (0.0611)	(rg: 0.1006; 95% CI: -0.0192 ... 0.2204)	1173302.0	0.1006	0.0611	0.119756	-0.0192 ... 0.2204	0.0994	-0.019156000000000006	0.220356	1.0	0.0	0.1006	female_menstruation_regular	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_testosterone_imputation	0.1418 (0.0506)	(rg: 0.1418; 95% CI: 0.0426 ... 0.241)	1173302.0	0.1418	0.0506	0.099176	0.0426 ... 0.241	0.0051	0.04262400000000001	0.24097600000000002	1.0	1.0	0.1418	female_perimenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_testosterone_imputation_log	0.1447 (0.0515)	(rg: 0.1447; 95% CI: 0.0438 ... 0.2456)	1173302.0	0.1447	0.0515	0.10093999999999999	0.0438 ... 0.2456	0.005	0.04376000000000001	0.24563999999999997	1.0	1.0	0.1447	female_perimenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_joint_1_testosterone_log	0.164 (0.0709)	(rg: 0.164; 95% CI: 0.025 ... 0.303)	1173302.0	0.164	0.0709	0.138964	0.025 ... 0.303	0.0208	0.025036000000000003	0.302964	1.0	1.0	0.164	female_perimenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_testosterone_imputation	0.1367 (0.0507)	(rg: 0.1367; 95% CI: 0.0373 ... 0.2361)	1173302.0	0.1367	0.0507	0.099372	0.0373 ... 0.2361	0.007	0.037327999999999986	0.236072	1.0	1.0	0.1367	female_perimenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_testosterone_imputation_log	0.1416 (0.0513)	(rg: 0.1416; 95% CI: 0.0411 ... 0.2421)	1173302.0	0.1416	0.0513	0.100548	0.0411 ... 0.2421	0.0058	0.041052000000000005	0.242148	1.0	1.0	0.1416	female_perimenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_perimenopause_unadjust_testosterone_log	0.1551 (0.0732)	(rg: 0.1551; 95% CI: 0.0116 ... 0.2986)	1173302.0	0.1551	0.0732	0.143472	0.0116 ... 0.2986	0.0342	0.011628	0.29857199999999995	1.0	1.0	0.1551	female_perimenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_testosterone_imputation	0.0031 (0.0281)	(rg: 0.0031; 95% CI: -0.052 ... 0.0582)	1173302.0	0.0031	0.0281	0.055076	-0.052 ... 0.0582	0.9108	-0.051976	0.058176	1.0	0.0	0.0031	female_postmenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_testosterone_imputation_log	0.0118 (0.0265)	(rg: 0.0118; 95% CI: -0.0401 ... 0.0637)	1173302.0	0.0118	0.0265	0.05194	-0.0401 ... 0.0637	0.6557	-0.04014	0.06374	1.0	0.0	0.0118	female_postmenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_joint_1_testosterone_log	-0.0158 (0.0294)	(rg: -0.0158; 95% CI: -0.0734 ... 0.0418)	1173302.0	-0.0158	0.0294	0.057623999999999995	-0.0734 ... 0.0418	0.5911	-0.07342399999999999	0.04182399999999999	1.0	0.0	0.0158	female_postmenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_testosterone_imputation	-0.0084 (0.0284)	(rg: -0.0084; 95% CI: -0.0641 ... 0.0473)	1173302.0	-0.0084	0.0284	0.055664000000000005	-0.0641 ... 0.0473	0.767	-0.06406400000000001	0.04726400000000001	1.0	0.0	0.0084	female_postmenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_testosterone_imputation_log	-0.0001 (0.027)	(rg: -0.0001; 95% CI: -0.053 ... 0.0528)	1173302.0	-0.0001	0.027	0.05292	-0.053 ... 0.0528	0.9963	-0.053020000000000005	0.05282	1.0	0.0	0.0001	female_postmenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_postmenopause_unadjust_testosterone_log	-0.0233 (0.0283)	(rg: -0.0233; 95% CI: -0.0788 ... 0.0322)	1173302.0	-0.0233	0.0283	0.055467999999999996	-0.0788 ... 0.0322	0.4095	-0.078768	0.032167999999999995	1.0	0.0	0.0233	female_postmenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_testosterone_imputation	0.1363 (0.0575)	(rg: 0.1363; 95% CI: 0.0236 ... 0.249)	1173302.0	0.1363	0.0575	0.11270000000000001	0.0236 ... 0.249	0.0178	0.023599999999999996	0.249	1.0	1.0	0.1363	female_premenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_testosterone_imputation_log	0.0629 (0.0498)	(rg: 0.0629; 95% CI: -0.0347 ... 0.1605)	1173302.0	0.0629	0.0498	0.09760799999999999	-0.0347 ... 0.1605	0.2067	-0.03470799999999999	0.16050799999999998	1.0	0.0	0.0629	female_premenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_joint_1_testosterone_log	0.0872 (0.0785)	(rg: 0.0872; 95% CI: -0.0667 ... 0.2411)	1173302.0	0.0872	0.0785	0.15386	-0.0667 ... 0.2411	0.2666	-0.06666	0.24106	1.0	0.0	0.0872	female_premenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_testosterone_imputation	0.0985 (0.0494)	(rg: 0.0985; 95% CI: 0.0017 ... 0.1953)	1173302.0	0.0985	0.0494	0.096824	0.0017 ... 0.1953	0.0462	0.0016760000000000108	0.195324	1.0	1.0	0.0985	female_premenopause	unadjust	testosterone_imputation
